municipio;uf;area
SÃO MANUEL;SP;650,734
SÃO MIGUEL ARCANJO;SP;930,339
SÃO PAULO;SP;1521,11
SÃO PEDRO;SP;611,278
SÃO PEDRO DO TURVO;SP;731,221
SÃO ROQUE;SP;306,908
SÃO SEBASTIÃO;SP;402,395
SÃO SEBASTIÃO DA GRAMA;SP;252,41
SÃO SIMÃO;SP;617,252
SÃO VICENTE;SP;148,1
SARAPUÍ;SP;352,592
SARUTAIÁ;SP;141,608
SEBASTIANÓPOLIS DO SUL;SP;167,848
SERRA AZUL;SP;283,144
SERRANA;SP;126,046
SERRA NEGRA;SP;203,734
SERTÃOZINHO;SP;403,089
SETE BARRAS;SP;1062,699
SEVERÍNIA;SP;140,46
SILVEIRAS;SP;414,782
SOCORRO;SP;449,029
SOROCABA;SP;450,382
SUD MENNUCCI;SP;594,744
SUMARÉ;SP;153,465
SUZANO;SP;206,236
SUZANÁPOLIS;SP;330,587
TABAPUÃ;SP;345,792
TABATINGA;SP;368,604
TABOÃO DA SERRA;SP;20,388
TACIBA;SP;607,267
TAGUAÍ;SP;145,332
TAIAÇU;SP;107,059
TAIÚVA;SP;132,459
TAMBAÚ;SP;561,788
TANABI;SP;747,218
TAPIRAÍ;SP;755,1
TAPIRATIBA;SP;221,891
TAQUARAL;SP;53,892
TAQUARITINGA;SP;594,335
TAQUARITUBA;SP;448,515
TAQUARIVAÍ;SP;231,792
TARABAI;SP;201,385
TARUMÃ;SP;302,913
TATUÍ;SP;523,749
TAUBATÉ;SP;625,003
TEJUPÁ;SP;296,189
TEODORO SAMPAIO;SP;1555,803
TERRA ROXA;SP;221,541
TIETÊ;SP;404,396
TIMBURI;SP;196,79
TORRE DE PEDRA;SP;71,348
TORRINHA;SP;315,267
TRABIJU;SP;63,421
TREMEMBÉ;SP;191,094
TRÊS FRONTEIRAS;SP;151,594
TUIUTI;SP;126,731
TUPÃ;SP;627,986
TUPI PAULISTA;SP;244,77
TURIÚBA;SP;153,235
TURMALINA;SP;147,797
UBARANA;SP;209,861
UBATUBA;SP;708,105
UBIRAJARA;SP;282,179
UCHOA;SP;252,434
UNIÃO PAULISTA;SP;79,056
URÂNIA;SP;209,262
URU;SP;146,901
URUPÊS;SP;323,916
VALENTIM GENTIL;SP;149,741
VALINHOS;SP;148,538
VALPARAÍSO;SP;857,661
VARGEM;SP;142,595
VARGEM GRANDE DO SUL;SP;267,178
VARGEM GRANDE PAULISTA;SP;42,489
VÁRZEA PAULISTA;SP;35,12
VERA CRUZ;SP;247,716
VINHEDO;SP;81,604
VIRADOURO;SP;217,726
VISTA ALEGRE DO ALTO;SP;95,429
VITÓRIA BRASIL;SP;49,832
VOTORANTIM;SP;183,517
VOTUPORANGA;SP;420,703
ZACARIAS;SP;319,056
CHAVANTES;SP;188,727
ESTIVA GERBI;SP;74,144
AMPARO DO SÃO FRANCISCO;SE;35,683
AQUIDABÃ;SE;359,543
ARACAJU;SE;182,163
ARAUÁ;SE;198,967
AREIA BRANCA;SE;148,134
BARRA DOS COQUEIROS;SE;92,268
BOQUIM;SE;205,643
BREJO GRANDE;SE;141,464
CAMPO DO BRITO;SE;201,485
CANHOBA;SE;171,581
CANINDÉ DE SÃO FRANCISCO;SE;934,469
CAPELA;SE;442,211
CARIRA;SE;638,743
CARMÓPOLIS;SE;46,395
CEDRO DE SÃO JOÃO;SE;83,711
CRISTINÁPOLIS;SE;228,556
CUMBE;SE;128,393
DIVINA PASTORA;SE;90,328
ESTÂNCIA;SE;647,344
FEIRA NOVA;SE;183,273
FREI PAULO;SE;399,178
GARARU;SE;656,956
GENERAL MAYNARD;SE;19,793
GRACHO CARDOSO;SE;242,679
ILHA DAS FLORES;SE;52,693
INDIAROBA;SE;316,316
ITABAIANA;SE;337,295
ITABAIANINHA;SE;501,794
ITABI;SE;183,422
ITAPORANGA D'AJUDA;SE;739,702
JAPARATUBA;SE;365,677
JAPOATÃ;SE;402,353
LAGARTO;SE;968,921
LARANJEIRAS;SE;162,273
MACAMBIRA;SE;137,529
MALHADA DOS BOIS;SE;63,199
MALHADOR;SE;101,888
MARUIM;SE;95,554
MOITA BONITA;SE;95,416
MONTE ALEGRE DE SERGIPE;SE;386,906
MURIBECA;SE;74,31
NEÓPOLIS;SE;271,323
NOSSA SENHORA APARECIDA;SE;340,842
NOSSA SENHORA DA GLÓRIA;SE;758,435
NOSSA SENHORA DAS DORES;SE;482,399
NOSSA SENHORA DE LOURDES;SE;83,767
NOSSA SENHORA DO SOCORRO;SE;155,018
PACATUBA;SE;381,428
PEDRA MOLE;SE;82,202
PEDRINHAS;SE;33,144
PINHÃO;SE;156,382
PIRAMBU;SE;208,681
POÇO REDONDO;SE;1220,123
POÇO VERDE;SE;441,326
PORTO DA FOLHA;SE;878,043
PROPRIÁ;SE;96,32
RIACHÃO DO DANTAS;SE;530,607
RIACHUELO;SE;78,308
RIBEIRÓPOLIS;SE;259,023
ROSÁRIO DO CATETE;SE;102,834
SALGADO;SE;247,579
SANTA LUZIA DO ITANHY;SE;325,258
SANTANA DO SÃO FRANCISCO;SE;44,017
SANTA ROSA DE LIMA;SE;67,672
SANTO AMARO DAS BROTAS;SE;236,965
SÃO CRISTÓVÃO;SE;438,037
SÃO DOMINGOS;SE;101,999
SÃO FRANCISCO;SE;83,985
SÃO MIGUEL DO ALEIXO;SE;144,832
SIMÃO DIAS;SE;560,199
SIRIRI;SE;168,372
TELHA;SE;47,86
TOBIAS BARRETO;SE;1024,645
TOMAR DO GERU;SE;304,837
UMBAÚBA;SE;117,514
ABDON BATISTA;SC;237,517
ABELARDO LUZ;SC;953,992
AGROLÂNDIA;SC;206,815
AGRONÔMICA;SC;129,774
ÁGUA DOCE;SC;1319,137
ÁGUAS DE CHAPECÓ;SC;139,511
ÁGUAS FRIAS;SC;76,631
ÁGUAS MORNAS;SC;326,66
ALFREDO WAGNER;SC;733,489
ALTO BELA VISTA;SC;103,433
ANCHIETA;SC;232,348
ANGELINA;SC;499,998
ANITA GARIBALDI;SC;589,812
ANITÁPOLIS;SC;540,636
ANTÔNIO CARLOS;SC;234,422
APIÚNA;SC;493,49
ARABUTÃ;SC;132,779
ARAQUARI;SC;386,693
ARARANGUÁ;SC;301,819
ARMAZÉM;SC;173,958
ARROIO TRINTA;SC;93,53
ARVOREDO;SC;90,503
ASCURRA;SC;112,884
ATALANTA;SC;94,383
AURORA;SC;207,045
BALNEÁRIO ARROIO DO SILVA;SC;94,477
BALNEÁRIO CAMBORIÚ;SC;45,214
BALNEÁRIO BARRA DO SUL;SC;108,914
BALNEÁRIO GAIVOTA;SC;146,834
BANDEIRANTE;SC;148,074
BARRA BONITA;SC;92,561
BARRA VELHA;SC;138,947
BELA VISTA DO TOLDO;SC;535,682
BELMONTE;SC;93,852
BENEDITO NOVO;SC;388,291
BIGUAÇU;SC;365,755
BLUMENAU;SC;518,619
BOCAINA DO SUL;SC;510,673
BOMBINHAS;SC;35,143
BOM JARDIM DA SERRA;SC;938,516
BOM JESUS;SC;63,883
BOM JESUS DO OESTE;SC;67,777
BOM RETIRO;SC;1057,034
BOTUVERÁ;SC;296,256
BRAÇO DO NORTE;SC;212,045
BRAÇO DO TROMBUDO;SC;89,411
BRUNÓPOLIS;SC;336,439
BRUSQUE;SC;284,675
CAÇADOR;SC;983,424
CAIBI;SC;173,079
CALMON;SC;636,208
CAMBORIÚ;SC;210,568
CAPÃO ALTO;SC;1331,962
CAMPO ALEGRE;SC;499,216
CAMPO BELO DO SUL;SC;1025,638
CAMPO ERÊ;SC;479,161
CAMPOS NOVOS;SC;1717,697
CANELINHA;SC;151,008
CANOINHAS;SC;1148,036
CAPINZAL;SC;244,057
CAPIVARI DE BAIXO;SC;53,222
CATANDUVAS;SC;199,166
CAXAMBU DO SUL;SC;140,873
CELSO RAMOS;SC;208,391
CERRO NEGRO;SC;418,544
CHAPADÃO DO LAGEADO;SC;124,866
CHAPECÓ;SC;624,846
COCAL DO SUL;SC;70,965
CONCÓRDIA;SC;799,194
CORDILHEIRA ALTA;SC;83,556
CORONEL FREITAS;SC;233,698
CORONEL MARTINS;SC;107,502
CORUPÁ;SC;405,761
CORREIA PINTO;SC;647,388
CRICIÚMA;SC;234,865
CUNHA PORÃ;SC;220,099
CUNHATAÍ;SC;54,811
CURITIBANOS;SC;949,865
DESCANSO;SC;287,057
DIONÍSIO CERQUEIRA;SC;378,843
DONA EMMA;SC;178,157
DOUTOR PEDRINHO;SC;374,205
ENTRE RIOS;SC;103,888
ERMO;SC;65,311
ERVAL VELHO;SC;208,841
FAXINAL DOS GUEDES;SC;340,07
FLOR DO SERTÃO;SC;58,457
FLORIANÓPOLIS;SC;674,844
FORMOSA DO SUL;SC;100,408
FORQUILHINHA;SC;183,351
FRAIBURGO;SC;549,188
FREI ROGÉRIO;SC;158,775
GALVÃO;SC;139,836
GAROPABA;SC;114,773
GARUVA;SC;503,595
GASPAR;SC;386,616
GOVERNADOR CELSO RAMOS;SC;127,556
GRÃO-PARÁ;SC;334,362
GRAVATAL;SC;165,718
GUABIRUBA;SC;172,173
GUARACIABA;SC;331,766
GUARAMIRIM;SC;267,514
GUARUJÁ DO SUL;SC;100,63
GUATAMBÚ;SC;206,196
HERVAL D'OESTE;SC;216,581
IBIAM;SC;146,009
IBICARÉ;SC;156,439
IBIRAMA;SC;247,102
IÇARA;SC;230,393
ILHOTA;SC;253,024
IMARUÍ;SC;542,238
IMBITUBA;SC;181,577
IMBUIA;SC;119,113
INDAIAL;SC;430,799
IOMERÊ;SC;113,986
IPIRA;SC;155,651
IPORÃ DO OESTE;SC;200,96
IPUAÇU;SC;261,081
IPUMIRIM;SC;245,921
IRACEMINHA;SC;165,147
IRANI;SC;325,862
IRATI;SC;77,912
IRINEÓPOLIS;SC;589,698
ITÁ;SC;166,265
ITAIÓPOLIS;SC;1297,543
ITAJAÍ;SC;289,215
ITAPEMA;SC;58,21
ITAPIRANGA;SC;281,782
ITAPOÁ;SC;245,394
ITUPORANGA;SC;336,588
JABORÁ;SC;182,483
JACINTO MACHADO;SC;430,704
JAGUARUNA;SC;326,362
JARAGUÁ DO SUL;SC;530,894
JARDINÓPOLIS;SC;68,499
JOAÇABA;SC;241,637
JOINVILLE;SC;1127,946
JOSÉ BOITEUX;SC;405,552
JUPIÁ;SC;91,448
LACERDÓPOLIS;SC;69,036
LAGES;SC;2637,66
LAGUNA;SC;333,26
LAJEADO GRANDE;SC;65,348
LAURENTINO;SC;79,333
LAURO MÜLLER;SC;271,852
LEBON RÉGIS;SC;941,64
LEOBERTO LEAL;SC;293,6
LINDÓIA DO SUL;SC;190,171
LONTRAS;SC;197,586
LUIZ ALVES;SC;260,106
LUZERNA;SC;117,099
MACIEIRA;SC;261,208
MAFRA;SC;1404,084
MAJOR GERCINO;SC;306,058
MAJOR VIEIRA;SC;520,816
MARACAJÁ;SC;62,902
MARAVILHA;SC;170,339
MAREMA;SC;104,184
MASSARANDUBA;SC;374,459
MATOS COSTA;SC;435,391
MELEIRO;SC;186,439
MIRIM DOCE;SC;337,991
MODELO;SC;92,346
MONDAÍ;SC;200,276
MONTE CARLO;SC;191,278
MONTE CASTELO;SC;560,743
MORRO DA FUMAÇA;SC;82,818
MORRO GRANDE;SC;260,143
NAVEGANTES;SC;111,377
NOVA ERECHIM;SC;65,087
NOVA ITABERABA;SC;137,388
NOVA TRENTO;SC;402,852
NOVA VENEZA;SC;295,061
NOVO HORIZONTE;SC;151,722
ORLEANS;SC;549,859
OTACÍLIO COSTA;SC;847,253
OURO;SC;213,543
OURO VERDE;SC;188,568
PAIAL;SC;86,048
PAINEL;SC;738,331
PALHOÇA;SC;394,85
PALMA SOLA;SC;330,878
PALMEIRA;SC;289,097
PALMITOS;SC;351,051
PAPANDUVA;SC;764,737
PARAÍSO;SC;180,338
PASSO DE TORRES;SC;92,638
PASSOS MAIA;SC;617,092
PAULO LOPES;SC;446,165
PEDRAS GRANDES;SC;159,891
PENHA;SC;57,752
PERITIBA;SC;96,168
PESCARIA BRAVA;SC;106,853
PETROLÂNDIA;SC;306,76
BALNEÁRIO PIÇARRAS;SC;99,355
PINHALZINHO;SC;128,726
PINHEIRO PRETO;SC;61,011
PIRATUBA;SC;146,088
PLANALTO ALEGRE;SC;63,1
POMERODE;SC;214,299
PONTE ALTA;SC;575,17
PONTE ALTA DO NORTE;SC;396,882
PONTE SERRADA;SC;560,731
PORTO BELO;SC;93,673
PORTO UNIÃO;SC;848,779
POUSO REDONDO;SC;356,539
PRAIA GRANDE;SC;284,36
PRESIDENTE CASTELLO BRANCO;SC;65,433
PRESIDENTE GETÚLIO;SC;297,16
PRESIDENTE NEREU;SC;224,748
PRINCESA;SC;85,598
QUILOMBO;SC;278,983
RANCHO QUEIMADO;SC;286,461
RIO DAS ANTAS;SC;314,913
RIO DO CAMPO;SC;502,095
RIO DO OESTE;SC;245,057
RIO DOS CEDROS;SC;555,473
RIO DO SUL;SC;260,817
RIO FORTUNA;SC;302,39
RIO NEGRINHO;SC;907,42
RIO RUFINO;SC;282,571
RIQUEZA;SC;191,061
RODEIO;SC;129,001
ROMELÂNDIA;SC;223,333
SALETE;SC;177,887
SALTINHO;SC;156,568
SALTO VELOSO;SC;104,531
SANGÃO;SC;82,984
SANTA CECÍLIA;SC;1145,845
SANTA HELENA;SC;81,004
SANTA ROSA DE LIMA;SC;203,218
SANTA ROSA DO SUL;SC;150,299
SANTA TEREZINHA;SC;715,551
SANTA TEREZINHA DO PROGRESSO;SC;119,653
SANTIAGO DO SUL;SC;73,335
SANTO AMARO DA IMPERATRIZ;SC;344,235
SÃO BERNARDINO;SC;149,891
SÃO BENTO DO SUL;SC;495,772
SÃO BONIFÁCIO;SC;461,438
SÃO CARLOS;SC;162,12
SÃO CRISTÓVÃO DO SUL;SC;345,903
SÃO DOMINGOS;SC;367,525
SÃO FRANCISCO DO SUL;SC;493,266
SÃO JOÃO DO OESTE;SC;163,747
SÃO JOÃO BATISTA;SC;200,765
SÃO JOÃO DO ITAPERIÚ;SC;151,885
SÃO JOÃO DO SUL;SC;184,375
SÃO JOAQUIM;SC;1888,634
SÃO JOSÉ;SC;150,499
SÃO JOSÉ DO CEDRO;SC;280,76
SÃO JOSÉ DO CERRITO;SC;948,714
SÃO LOURENÇO DO OESTE;SC;356,193
SÃO LUDGERO;SC;106,765
SÃO MARTINHO;SC;224,566
SÃO MIGUEL DA BOA VISTA;SC;72,755
SÃO MIGUEL DO OESTE;SC;234,202
SÃO PEDRO DE ALCÂNTARA;SC;139,196
SAUDADES;SC;205,781
SCHROEDER;SC;165,237
SEARA;SC;309,627
SERRA ALTA;SC;90,564
SIDERÓPOLIS;SC;262,004
SOMBRIO;SC;143,457
SUL BRASIL;SC;113,125
TAIÓ;SC;693,847
TANGARÁ;SC;390,044
TIGRINHOS;SC;56,962
TIJUCAS;SC;279,159
TIMBÉ DO SUL;SC;328,507
TIMBÓ;SC;128,313
TIMBÓ GRANDE;SC;596,344
TRÊS BARRAS;SC;436,496
TREVISO;SC;156,61
TREZE DE MAIO;SC;159,833
TREZE TÍLIAS;SC;185,937
TROMBUDO CENTRAL;SC;109,648
TUBARÃO;SC;301,485
TUNÁPOLIS;SC;132,939
TURVO;SC;235,104
UNIÃO DO OESTE;SC;92,857
URUBICI;SC;1021,371
URUPEMA;SC;350,472
URUSSANGA;SC;254,954
VARGEÃO;SC;166,685
VARGEM;SC;350,606
VARGEM BONITA;SC;299,807
VIDAL RAMOS;SC;346,932
VIDEIRA;SC;384,127
VITOR MEIRELES;SC;370,414
WITMARSUM;SC;153,776
XANXERÊ;SC;377,426
XAVANTINA;SC;218,032
XAXIM;SC;293,628
ZORTÉA;SC;190,179
BALNEÁRIO RINCÃO;SC;63,42
LAGOA MIRIM;RS;2872,364
LAGOA DOS PATOS;RS;10196,942
ACEGUÁ;RS;1551,339
ÁGUA SANTA;RS;291,503
AGUDO;RS;534,624
AJURICABA;RS;322,674
ALECRIM;RS;316,394
ALEGRETE;RS;7800,428
ALEGRIA;RS;172,794
ALMIRANTE TAMANDARÉ DO SUL;RS;265,042
ALPESTRE;RS;325,979
ALTO ALEGRE;RS;115,335
ALTO FELIZ;RS;78,846
ALVORADA;RS;71,7
AMARAL FERRADOR;RS;505,983
AMETISTA DO SUL;RS;93,704
ANDRÉ DA ROCHA;RS;331,227
ANTA GORDA;RS;242,26
ANTÔNIO PRADO;RS;348,132
ARAMBARÉ;RS;518,193
ARARICÁ;RS;35,391
ARATIBA;RS;342,279
ARROIO DO MEIO;RS;157,088
ARROIO DO SAL;RS;119,163
ARROIO DO PADRE;RS;124,693
ARROIO DOS RATOS;RS;425,791
ARROIO DO TIGRE;RS;315,132
ARROIO GRANDE;RS;2508,545
ARVOREZINHA;RS;270,241
AUGUSTO PESTANA;RS;348,231
ÁUREA;RS;156,727
BAGÉ;RS;4090,36
BALNEÁRIO PINHAL;RS;102,386
BARÃO;RS;124,113
BARÃO DE COTEGIPE;RS;260,505
BARÃO DO TRIUNFO;RS;436,101
BARRACÃO;RS;515,469
BARRA DO GUARITA;RS;62,801
BARRA DO QUARAÍ;RS;1055,937
BARRA DO RIBEIRO;RS;729,316
BARRA DO RIO AZUL;RS;146,995
BARRA FUNDA;RS;60,437
BARROS CASSAL;RS;647,994
BENJAMIN CONSTANT DO SUL;RS;132,351
BENTO GONÇALVES;RS;273,576
BOA VISTA DAS MISSÕES;RS;196,064
BOA VISTA DO BURICÁ;RS;109,541
BOA VISTA DO CADEADO;RS;701,221
BOA VISTA DO INCRA;RS;504,114
BOA VISTA DO SUL;RS;92,956
BOM JESUS;RS;2622,837
BOM PRINCÍPIO;RS;88,774
BOM PROGRESSO;RS;89,206
BOM RETIRO DO SUL;RS;102,54
BOQUEIRÃO DO LEÃO;RS;265,952
BOSSOROCA;RS;1610,056
BOZANO;RS;200,497
BRAGA;RS;132,044
BROCHIER;RS;105,353
BUTIÁ;RS;752,187
CAÇAPAVA DO SUL;RS;3047,113
CACEQUI;RS;2373,507
CACHOEIRA DO SUL;RS;3736,158
CACHOEIRINHA;RS;43,778
CACIQUE DOBLE;RS;204,055
CAIBATÉ;RS;261,303
CAIÇARA;RS;189,16
CAMAQUÃ;RS;1680,168
CAMARGO;RS;138,069
CAMBARÁ DO SUL;RS;1181,811
CAMPESTRE DA SERRA;RS;537,994
CAMPINA DAS MISSÕES;RS;224,801
CAMPINAS DO SUL;RS;276,162
CAMPO BOM;RS;60,579
CAMPO NOVO;RS;220,719
CAMPOS BORGES;RS;226,202
CANDELÁRIA;RS;944,058
CÂNDIDO GODÓI;RS;247,047
CANDIOTA;RS;933,628
CANELA;RS;253,002
CANGUÇU;RS;3526,253
CANOAS;RS;130,789
CANUDOS DO VALE;RS;82,908
CAPÃO BONITO DO SUL;RS;526,85
CAPÃO DA CANOA;RS;98,29
CAPÃO DO CIPÓ;RS;1007,796
CAPÃO DO LEÃO;RS;783,624
CAPIVARI DO SUL;RS;412,889
CAPELA DE SANTANA;RS;182,595
CAPITÃO;RS;73,967
CARAZINHO;RS;666,694
CARAÁ;RS;294,456
CARLOS BARBOSA;RS;230,68
CARLOS GOMES;RS;83,155
CASCA;RS;272,041
CASEIROS;RS;235,863
CATUÍPE;RS;583,184
CAXIAS DO SUL;RS;1652,308
CENTENÁRIO;RS;134,23
CERRITO;RS;451,699
CERRO BRANCO;RS;158,025
CERRO GRANDE;RS;73,438
CERRO GRANDE DO SUL;RS;324,908
CERRO LARGO;RS;176,643
CHAPADA;RS;684,247
CHARQUEADAS;RS;217,362
CHARRUA;RS;198,748
CHIAPETTA;RS;397,179
CHUÍ;RS;202,387
CHUVISCA;RS;220,471
CIDREIRA;RS;243,42
CIRÍACO;RS;274,35
COLINAS;RS;60,732
COLORADO;RS;286,295
CONDOR;RS;463,568
CONSTANTINA;RS;203,614
COQUEIRO BAIXO;RS;112,439
COQUEIROS DO SUL;RS;277,147
CORONEL BARROS;RS;163,684
CORONEL BICACO;RS;492,303
CORONEL PILAR;RS;105,447
COTIPORÃ;RS;173,207
COXILHA;RS;422,101
CRISSIUMAL;RS;362,194
CRISTAL;RS;682,138
CRISTAL DO SUL;RS;97,077
CRUZ ALTA;RS;1360,548
CRUZALTENSE;RS;166,883
CRUZEIRO DO SUL;RS;155,058
DAVID CANABARRO;RS;174,734
DERRUBADAS;RS;360,851
DEZESSEIS DE NOVEMBRO;RS;217,363
DILERMANDO DE AGUIAR;RS;600,518
DOIS IRMÃOS;RS;66,114
DOIS IRMÃOS DAS MISSÕES;RS;226,072
DOIS LAJEADOS;RS;133,535
DOM FELICIANO;RS;1355,195
DOM PEDRO DE ALCÂNTARA;RS;78,219
DOM PEDRITO;RS;5194,051
DONA FRANCISCA;RS;114,149
DOUTOR MAURÍCIO CARDOSO;RS;255,731
DOUTOR RICARDO;RS;107,976
ELDORADO DO SUL;RS;509,614
ENCANTADO;RS;140,006
ENCRUZILHADA DO SUL;RS;3348,447
ENGENHO VELHO;RS;71,191
ENTRE-IJUÍS;RS;552,986
ENTRE RIOS DO SUL;RS;119,912
EREBANGO;RS;152,793
ERECHIM;RS;429,164
ERNESTINA;RS;238,558
HERVAL;RS;1759,717
ERVAL GRANDE;RS;285,677
ERVAL SECO;RS;357,181
ESMERALDA;RS;829,587
ESPERANÇA DO SUL;RS;148,909
ESPUMOSO;RS;783,642
ESTAÇÃO;RS;99,757
ESTÂNCIA VELHA;RS;51,779
ESTEIO;RS;27,676
ESTRELA;RS;185,026
ESTRELA VELHA;RS;281,613
EUGÊNIO DE CASTRO;RS;418,069
FAGUNDES VARELA;RS;134,295
FARROUPILHA;RS;361,372
FAXINAL DO SOTURNO;RS;169,514
FAXINALZINHO;RS;143,321
FAZENDA VILANOVA;RS;84,794
FELIZ;RS;94,832
FLORES DA CUNHA;RS;276,231
FLORIANO PEIXOTO;RS;168,521
FONTOURA XAVIER;RS;583,465
FORMIGUEIRO;RS;578,875
FORQUETINHA;RS;93,275
FORTALEZA DOS VALOS;RS;650,512
FREDERICO WESTPHALEN;RS;265,181
GARIBALDI;RS;167,559
GARRUCHOS;RS;803,737
GAURAMA;RS;204,428
GENERAL CÂMARA;RS;510,01
GENTIL;RS;184,715
GETÚLIO VARGAS;RS;287,466
GIRUÁ;RS;857,059
GLORINHA;RS;323,955
GRAMADO;RS;239,341
GRAMADO DOS LOUREIROS;RS;131,396
GRAMADO XAVIER;RS;217,515
GRAVATAÍ;RS;468,288
GUABIJU;RS;146,925
GUAÍBA;RS;376,166
GUAPORÉ;RS;297,545
GUARANI DAS MISSÕES;RS;290,7
HARMONIA;RS;48,562
HERVEIRAS;RS;118,252
HORIZONTINA;RS;229,694
HULHA NEGRA;RS;822,608
HUMAITÁ;RS;135,01
IBARAMA;RS;195,426
IBIAÇÁ;RS;348,778
IBIRAIARAS;RS;292,16
IBIRAPUITÃ;RS;307,164
IBIRUBÁ;RS;607,185
IGREJINHA;RS;137,548
IJUÍ;RS;688,982
ILÓPOLIS;RS;118,144
IMBÉ;RS;39,766
IMIGRANTE;RS;71,716
INDEPENDÊNCIA;RS;358,283
INHACORÁ;RS;113,749
IPÊ;RS;599,361
IPIRANGA DO SUL;RS;158,71
IRAÍ;RS;181,579
ITAARA;RS;172,801
ITACURUBI;RS;1120,874
ITAPUCA;RS;184,673
ITAQUI;RS;3406,606
ITATI;RS;205,321
ITATIBA DO SUL;RS;212,669
IVORÁ;RS;122,93
IVOTI;RS;63,092
JABOTICABA;RS;127,589
JACUIZINHO;RS;339,399
JACUTINGA;RS;178,009
JAGUARÃO;RS;2051,845
JAGUARI;RS;675,314
JAQUIRANA;RS;908,879
JARI;RS;853,08
JÓIA;RS;1238,918
JÚLIO DE CASTILHOS;RS;1929,544
LAGOA BONITA DO SUL;RS;109,281
LAGOÃO;RS;387,455
LAGOA DOS TRÊS CANTOS;RS;138,602
LAGOA VERMELHA;RS;1260,227
LAJEADO;RS;91,231
LAJEADO DO BUGRE;RS;67,947
LAVRAS DO SUL;RS;2600,969
LIBERATO SALZANO;RS;245,627
LINDOLFO COLLOR;RS;33,351
LINHA NOVA;RS;63,502
MACHADINHO;RS;335,198
MAÇAMBARÁ;RS;1682,82
MAMPITUBA;RS;156,653
MANOEL VIANA;RS;1390,696
MAQUINÉ;RS;613,328
MARATÁ;RS;82,063
MARAU;RS;649,77
MARCELINO RAMOS;RS;229,759
MARIANA PIMENTEL;RS;338,45
MARIANO MORO;RS;98,727
MARQUES DE SOUZA;RS;125,714
MATA;RS;316,121
MATO CASTELHANO;RS;238,268
MATO LEITÃO;RS;46,799
MATO QUEIMADO;RS;114,653
MAXIMILIANO DE ALMEIDA;RS;208,439
MINAS DO LEÃO;RS;424,339
MIRAGUAÍ;RS;131,236
MONTAURI;RS;82,23
MONTE ALEGRE DOS CAMPOS;RS;549,456
MONTE BELO DO SUL;RS;69,726
MONTENEGRO;RS;424,846
MORMAÇO;RS;146,191
MORRINHOS DO SUL;RS;166,224
MORRO REDONDO;RS;244,645
MORRO REUTER;RS;89,412
MOSTARDAS;RS;1977,442
MUÇUM;RS;111,247
MUITOS CAPÕES;RS;1193,717
MULITERNO;RS;111,132
NÃO-ME-TOQUE;RS;361,689
NICOLAU VERGUEIRO;RS;154,995
NONOAI;RS;468,962
NOVA ALVORADA;RS;148,861
NOVA ARAÇÁ;RS;75,514
NOVA BASSANO;RS;211,611
NOVA BOA VISTA;RS;93,733
NOVA BRÉSCIA;RS;102,994
NOVA CANDELÁRIA;RS;97,579
NOVA ESPERANÇA DO SUL;RS;191
NOVA HARTZ;RS;62,319
NOVA PÁDUA;RS;102,641
NOVA PALMA;RS;314,613
NOVA PETRÓPOLIS;RS;290,164
NOVA PRATA;RS;259,941
NOVA RAMADA;RS;255,264
NOVA ROMA DO SUL;RS;149,158
NOVA SANTA RITA;RS;218,153
NOVO CABRAIS;RS;192,998
NOVO HAMBURGO;RS;222,536
NOVO MACHADO;RS;218,836
NOVO TIRADENTES;RS;75,428
NOVO XINGU;RS;79,851
NOVO BARREIRO;RS;123,344
OSÓRIO;RS;663,562
PAIM FILHO;RS;182,115
PALMARES DO SUL;RS;949,201
PALMEIRA DAS MISSÕES;RS;1421,101
PALMITINHO;RS;144,181
PANAMBI;RS;491,57
PANTANO GRANDE;RS;841,225
PARAÍ;RS;121,745
PARAÍSO DO SUL;RS;337,534
PARECI NOVO;RS;57,373
PAROBÉ;RS;108,707
PASSA SETE;RS;304,833
PASSO DO SOBRADO;RS;265,133
PASSO FUNDO;RS;784,407
PAULO BENTO;RS;149,669
PAVERAMA;RS;171,863
PEDRAS ALTAS;RS;1373,985
PEDRO OSÓRIO;RS;603,757
PEJUÇARA;RS;414,106
PELOTAS;RS;1609,708
PICADA CAFÉ;RS;84,28
PINHAL;RS;68,222
PINHAL DA SERRA;RS;438,11
PINHAL GRANDE;RS;478,11
PINHEIRINHO DO VALE;RS;105,385
PINHEIRO MACHADO;RS;2248,221
PINTO BANDEIRA;RS;104,821
PIRAPÓ;RS;293,723
PIRATINI;RS;3537,799
PLANALTO;RS;228,552
POÇO DAS ANTAS;RS;67,571
PONTÃO;RS;502,709
PONTE PRETA;RS;99,504
PORTÃO;RS;159,298
PORTO ALEGRE;RS;495,39
PORTO LUCENA;RS;250,876
PORTO MAUÁ;RS;105,811
PORTO VERA CRUZ;RS;114,284
PORTO XAVIER;RS;281,497
POUSO NOVO;RS;105,358
PRESIDENTE LUCENA;RS;49,628
PROGRESSO;RS;256,039
PROTÁSIO ALVES;RS;171,973
PUTINGA;RS;205,117
QUARAÍ;RS;3139,995
QUATRO IRMÃOS;RS;268,971
QUEVEDOS;RS;543,359
QUINZE DE NOVEMBRO;RS;223,072
REDENTORA;RS;303,705
RELVADO;RS;123,353
RESTINGA SÊCA;RS;968,62
