municipio;uf;ano;Despesas Exceto Intraorçamentárias;Despesas Intraorçamentárias;Outros;01 - Legislativa;04 - Administração;06 - Segurança Pública;08 - Assistência Social;09 - Previdência Social;10 - Saúde;12 - Educação;15 - Urbanismo;17 - Saneamento;20 - Agricultura;23 - Comércio e Serviços;26 - Transporte;28 - Encargos Especiais
PINHEIRAL;RJ;2021;97063190.31;4181644.28;10579654.689999998;3085895.69;7497732.96;0.0;4260727.25;4468553.07;35435783.04;21475830.86;7682296.42;0.0;303324.9;0.0;34694.57;6420341.14
PIRAI;RJ;2021;182318251.54;8794280.93;16302764.789999992;6454077.94;22068428.37;0.0;3018696.1;19969539.92;64127543.43;40526658.82;7225153.88;3871745.31;1061981.87;18840.0;3952711.75;2514390.29
PORCIUNCULA;RJ;2021;88118659.18;3287624.83;5306980.00999999;2728010.96;12043605.02;5426196.15;3337410.68;14549881.75;27345690.42;16201674.03;556943.19;742.2;2874078.25;44391.97;226359.09;764320.29
PORTO REAL;RJ;2021;176039356.84;0.0;6070607.590000004;8750456.91;27253339.76;6400369.65;5560932.14;0.0;62047747.22;36022999.32;16275594.65;1254427.96;526603.73;0.0;0.0;5876277.91
QUATIS;RJ;2021;59892357.53;3582253.07;6022791.840000004;2351111.45;9237387.75;2688930.7;1709912.86;2545151.25;13552078.98;17719819.42;2976470.2;1682556.12;1389697.2;0.0;249439.17;1349263.66
QUEIMADOS;RJ;2021;374792738.08;18517952.09;19874262.369999945;9186850.03;75319449.2;2349214.44;10236569.09;28787834.67;113070731.19;94357731.46;40107173.11;0.0;0.0;0.0;20874.61;0.0
QUISSAMA;RJ;2021;327340474.8;13175469.4;32706391.51000011;8226698.57;57063136.34;15552124.43;23795460.38;1304842.85;95818064.76;63783859.91;20635775.17;5646607.52;447435.13;477883.9;11224202.27;3833461.46
RESENDE;RJ;2021;560127009.01;32084902.63;58743667.19;17113634.69;72774794.68;1641468.82;6376033.0;39185731.79;224959413.16;125012164.15;17525417.34;9032359.95;303304.9;20756.8;4053891.23;15469273.94
RIO BONITO;RJ;2021;252440812.93;11294364.27;11936285.420000046;6426025.88;39484607.16;273974.39;689939.83;24183767.67;107860844.1;59187293.62;13614417.01;0.0;47038.85;0.0;0.0;30983.27
RIO CLARO;RJ;2021;111393302.35;11705820.99;20495057.309999987;4129755.01;9560467.95;0.0;3135752.86;13603152.91;35970124.19;17968952.25;14398227.52;128130.0;177313.22;14802.09;2606973.24;910414.79
RIO DAS FLORES;RJ;2021;102718764.79;0.0;10748299.899999991;2170186.03;24978637.68;0.0;4812679.27;0.0;27194956.16;19800819.91;4412512.54;1350919.73;1960427.14;0.0;0.0;5289326.43
RIO DE JANEIRO;RJ;2021;23743154215.44;5007678666.51;5517797160.389992;835247377.59;1272278596.15;530317225.8;714064799.83;5247258399.11;4470270004.51;4621695110.3;2009659820.98;496366811.31;0.0;65798919.31;279951442.56;2690127214.11
SANTA MARIA MADALENA;RJ;2021;78440894.32;0.0;2154625.0599999875;2803968.59;15383497.29;1307657.14;1380896.41;5896392.98;22589148.05;16899479.99;4232908.35;101576.7;1822345.45;126813.75;3741584.56;0.0
SANTO ANTONIO DE PADUA;RJ;2021;166620656.49;7934345.56;8549495.25;4986010.36;25996249.75;2340510.8;3277857.64;13804183.61;47775318.54;35080529.47;31002365.81;0.0;1737180.82;5300.0;0.0;0.0
SAO FRANCISCO DE ITABAPOANA;RJ;2021;174399028.6;0.0;1648846.3199999928;5341579.32;57691204.19;89959.5;1767781.66;0.0;41045827.11;59248721.33;7086492.77;30400.0;323616.4;0.0;124600.0;0.0
SAO FIDELIS;RJ;2021;152308988.75;3715973.29;5389792.580000013;4311620.81;21097071.73;0.0;6587545.94;15642081.38;44612895.08;30245022.62;19356368.48;0.0;984793.6;0.0;0.0;7797769.82
SAO GONCALO;RJ;2021;1494248311.97;131636070.66;164836252.20000005;25079067.1;155383410.2;2379757.12;22380783.51;185088844.69;526897608.48;333287993.38;131617209.92;0.0;0.0;0.0;3052608.52;75880847.51
SAO JOAO DA BARRA;RJ;2021;376906735.59;21610396.63;63144485.02999997;12734431.67;73662564.16;5495965.33;22460829.48;4379390.03;140587729.57;68511548.3;5705380.74;80280.5;820518.69;934008.72;0.0;0.0
SAO JOAO DE MERITI;RJ;2021;639303248.41;62424320.07;63803448.67999995;17272945.81;163408977.14;5441088.26;2870913.82;71167678.83;202332806.79;111907247.3;44140108.89;15495131.49;0.0;0.0;0.0;3887221.47
SAO JOSE DE UBA;RJ;2021;46743634.62;2153629.92;4455916.920000002;2054705.91;13961040.06;0.0;1370325.66;1416058.04;17488242.54;6453370.92;0.0;0.0;8162.0;0.0;1542050.39;147392.1
SAO PEDRO DA ALDEIA;RJ;2021;286235493.96;0.0;14766413.540000021;7670266.29;21640924.02;8729974.81;6500996.04;25920397.73;74057191.99;85623295.49;13037055.67;11083223.97;1265150.7;0.0;0.0;15940603.71
SAO SEBASTIAO DO ALTO;RJ;2021;70845171.71;4845341.34;8997491.899999999;2264032.01;12748388.48;0.0;2611516.49;9691664.97;19292309.34;9818846.0;7573176.54;0.0;1322937.29;59202.42;326467.54;984480.07
SAPUCAIA;RJ;2021;84421130.66;7376917.73;13319467.960000023;3944710.38;18385854.23;0.0;3085300.03;12315360.25;21444308.41;16390721.03;2260842.62;0.0;202209.32;13503.31;0.0;435770.85
SAQUAREMA;RJ;2021;709045630.81;14314698.88;41453921.77999985;12192229.25;105775099.28;5794508.08;36726373.4;28069824.66;176909291.37;157841709.52;136978062.99;0.0;196100.11;307907.2;1396940.59;19718361.46
SEROPEDICA;RJ;2021;368798342.2;0.0;1645673.48999995;10157845.99;65656163.81;3968246.4;2209503.11;14370703.66;112465100.27;127593916.34;27463204.58;0.0;0.0;0.0;3267984.55;0.0
SILVA JARDIM;RJ;2021;159096219.27;2364505.09;4646777.23999998;4409863.29;26166730.89;0.0;1644753.43;17045577.07;50594906.99;38329509.96;6890599.72;0.0;64900.0;50248.43;1763150.91;9853706.43
TANGUA;RJ;2021;28307310.47;0.0;70656.61999999359;3621624.11;6932624.8;0.0;371527.06;0.0;5485605.87;10339713.66;999505.73;87840.0;153392.3;0.0;943.81;243876.51
TERESOPOLIS;RJ;2021;564813534.95;17183838.41;23389115.690000057;26127030.19;0.0;8803381.47;10947768.71;119176178.06;213392656.5;124744415.17;34351966.94;0.0;2861296.38;973243.82;0.0;17230320.43
TRAJANO DE MORAES;RJ;2021;70410041.56;7781659.28;11503503.320000008;2543341.98;10388529.84;1486060.17;2404140.6;8691508.63;17472614.21;13847021.49;6427984.78;0.0;1229228.01;371720.8;1425794.04;400252.97
VALENCA;RJ;2021;269732142.17;0.0;795326.6100000143;1502900.64;53310480.41;32648.1;5925943.33;15536080.24;91685772.0;62368294.28;24345305.22;265.18;345996.69;14070.34;858300.0;13010759.13
VARRE-SAI;RJ;2021;61481714.73;5402169.6;5515240.879999995;1659121.75;17919271.0;14735.73;504821.44;8389166.62;16297438.34;11898825.95;1470560.13;0.0;588482.6;103212.2;1502930.8;1020076.89
VASSOURAS;RJ;2021;236095806.07;11971950.4;19317777.810000002;1170000.0;40453134.84;40131.07;5430662.47;13690618.19;117533850.69;30793942.01;8371128.8;0.0;62846.0;105914.31;5581450.7;5516299.58
VOLTA REDONDA;RJ;2021;1003017017.54;0.0;309503535.0799999;32804108.88;23814845.4;8303478.84;11576800.71;128305948.42;172329091.2;204731425.97;30124216.67;46511529.24;0.0;2598000.0;0.0;32414037.13
